,18,36,72,144,288,864,1440,2016,2880
18,-0.10695474413905705,-0.10042191299942929,0.6331938559647019,0.6681207136478255,1.4244221354113673,3.8702826128299,2.186994656640339,1.4596047899119347,1.5537340387285818
36,-0.05656892837234418,-0.09406438483710929,0.35936347025639154,0.5293291879645144,1.2688669872440614,4.03777920765005,2.137911605793994,1.471732305440153,1.6210221310947808
72,-0.05444952482230934,0.008710687043707109,0.45724016286668157,0.4306632335115016,1.3338076564938672,3.667814202292826,2.21220986154028,1.4783401271488952,1.638582891404213
144,0.18079795303415236,0.19983532186024486,0.8608070182458395,0.5205507189264877,1.1818651702502736,3.266155257385078,2.0351485843663637,1.5476666022740564,1.6070523247732043
288,0.5121872237052149,0.2529216716151048,0.7102251091903434,0.6023030690543951,0.9432042047672552,2.931134342364182,2.229935936921293,1.4081982046749733,1.7297591564713195
864,0.6926626137929404,0.4065809107176609,1.0359966887865635,0.7719788750497826,1.1980097605479159,2.3061660518222356,1.9222359740219703,1.285773939532924,1.4599848146736891
1440,0.6587122296155575,0.2507708798574227,0.912643363572685,0.7808851801024338,1.3000317912965518,2.230262811358879,1.4478759644068957,1.3429371180746055,1.5138798488542446
2016,0.36265487721317613,0.1555626119882654,0.8846997971733606,0.8008287553671194,1.2352308692624063,2.08319957171211,1.8626892531727808,1.2849339043566985,1.7831315580278582
2880,0.9855560997195544,0.23703200685279538,0.5932893804463363,0.7085722690432168,1.3854906535475584,2.2284792211676834,1.4378784548994412,1.3819028057132274,1.6960167072480723
