,18,36,72,144,288,864,1440,2016,2880
18,-301.7655253531754,-256.5369449044646,800.084694400154,894.0218078347679,1258.7202637525459,1610.0486289718099,1294.0854635951448,1267.1374787423656,1336.8080316687553
36,-125.41731353406338,-217.30969337275152,536.8884810963201,781.3947778645252,1232.9616762944424,1599.634523920127,1302.4717013187158,1241.1902144964765,1338.81835391856
72,-116.56495250900369,16.83620452545379,653.9537544620181,682.6776360579465,1241.602473554423,1606.0962588911523,1347.6972364228664,1245.113406407987,1345.3500746515274
144,197.3044512239602,294.6749565888768,994.0110031299923,770.0930934902112,1101.7041893743128,1476.2053776687558,1292.2402867713386,1292.3598331832413,1324.2220176194207
288,457.9565036898959,326.7736384784628,839.8429029483185,901.3571398339863,979.7569715583409,1461.724104950666,1328.9807991871571,1222.0589338935006,1357.090311849648
864,680.8067949451835,410.0516024761153,948.5799043516059,924.797954760377,1041.7739876241174,1364.027703250586,1252.174041601409,1208.6243027509788,1236.4625725794847
1440,515.4447660039172,353.9600779357867,885.5746459655439,822.078713240406,1054.8936508833197,1265.2265567721222,995.3384856969456,1069.948935600627,1230.2319596452624
2016,379.2628548778382,255.83677997729123,933.5099790375891,973.4540046374314,1168.70088246202,1322.0605473555202,1140.459840797964,1138.7163513899768,1335.856416797964
2880,682.9220795199682,299.666519986688,637.2269171910738,737.4519119874707,1175.384994823804,1266.3179394213014,1058.1396844878616,1162.761794779953,1370.876342382146
