,18,36,72,144,288,864,1440,2016,2880
18,2988397.4811109304,3062839.982907054,2159681.7159786047,1523303.581138062,1031812.6724081394,504755.5795799225,363338.2453027132,291231.9760766667,270087.45607573644
36,4205297.022600542,2218905.025159768,2110611.599334574,1495374.1336836433,1018362.7232579071,496893.80511341087,364436.27564,290643.4988473644,266855.82824465114
72,4325479.90700814,2992001.5555471317,1573758.4449727132,1485452.6088560466,1007131.290918372,495242.66404565895,362103.667475969,286159.31274906977,265771.6661004651
144,4353989.16484093,3069287.8505119383,2097996.8325168993,1107359.1424846512,1003127.0969147286,489681.8489326357,349105.00886744185,278385.934074341,262024.2421025581
288,4310328.587615038,3063462.2626027907,2138736.329605349,1453863.241518527,747873.8702925581,480918.33172503876,343414.40710046515,274706.63893170544,261285.9134562791
864,4282462.8886167435,3074211.6558817825,2159422.235254031,1507234.3891613954,1005244.3061638759,359818.2932829457,320644.2732607752,268233.35252728686,237739.19430573643
1440,4209990.246265349,3025347.3206182946,2125824.3213899224,1485514.8269051937,1010396.1470596124,476793.1987725581,246966.74272844964,254863.67349813954,240083.0584142636
2016,4258001.2981719375,3055522.4139001546,2153512.339742248,1511880.5120013955,1035678.575542093,483434.5508599225,314568.790132093,198945.15482364342,234801.24986403104
2880,4347943.381517441,3117419.7812111625,2224081.9788004654,1554374.7987808527,1055182.7298711627,541827.5434668218,356271.28692124033,277209.342935969,190421.81268480618
