,18,36,72,144,288,864,1440,2016,2880
18,-73754.26079999842,-181447.2340000011,-217553.9275999982,-262214.9982000012,-369570.8854999989,-331367.8958000019,-271831.69949999824,-293734.2764999997,-263626.867899999
36,-120572.12270000018,-73929.60399999842,-122972.81599999964,-144168.23709999956,-320073.6645000018,-330665.256500002,-255718.66889999993,-280286.5684999991,-248626.45710000023
72,-130884.0195000004,-135541.29260000028,-84990.20480000041,-125127.58609999903,-302871.8213999998,-278809.8607000001,-235635.6537999995,-262223.5787000004,-232991.54769999906
144,-110319.5837999992,-102731.83579999954,-124614.08410000056,-87901.96440000087,-247597.6911999993,-244960.26270000078,-223331.2441000007,-262272.4782999996,-230280.5686000008
288,-125105.19629999995,-88931.02659999952,-134297.73619999923,-114283.23230000027,-101388.89380000159,-163927.40359999985,-185950.36679999717,-196368.26139999926,-157846.8923000004
864,-121966.39039999805,-105961.8014999982,-124442.37649999931,-131269.49699999765,-147827.8545000013,-130700.5709999986,-175691.6791999992,-139000.52449999936,-129388.33849999867
1440,-85648.81010000035,-60248.0978000015,-84641.68139999919,-89226.65830000117,-124501.24039999954,-126224.61440000124,-69774.91450000182,-128450.95079999976,-77534.50870000012
2016,-119870.59659999982,-98406.1043999996,-101183.81079999916,-90294.89070000127,-92974.04870000109,-121977.92479999922,-96491.64800000004,-60127.69569999911,-71927.1903999988
2880,-134831.02380000055,-112132.46590000018,-122102.4628999997,-91515.94070000015,-159787.8083999995,-175989.36239999905,-130289.03160000034,-122514.73469999805,-72318.65719999932
