,144,288,432,576,864,1440,2016,2880
144,926130.3867181469,603871.1450295509,451313.77540577785,373324.78543526307,239418.55706860512,143483.42409599439,96073.18500156673,58378.35662837337
288,780307.1694324658,476178.14917856595,383249.14995144913,320238.68321688613,221667.11106759438,140733.29251330602,89383.72021690232,57196.75637145091
432,735583.9537399322,418711.926159161,325373.5739050158,290869.0045924533,211377.87365320922,132444.1079442631,95151.24601615913,58903.81228870573
576,658349.2045859064,387453.28328095755,299953.1707144556,251310.90868661198,188277.94791538498,123235.12187820343,92952.11578257642,57046.823833900184
864,647369.3299810801,392370.7424707218,296215.9261090483,231539.32673489017,168143.41762008457,112966.6352187714,86538.04885943989,59305.3412426
1440,567136.7898442263,313490.49298860546,241989.11642640806,201798.73948288415,137414.9802988794,95920.817164637,78254.13331693219,57183.288838396424
2016,549524.1721339014,316782.679823341,238690.83999964644,207150.61573974031,127819.7781528932,86905.23147283547,67281.37637404703,49470.69507379801
2880,512751.63998939603,290657.9888578867,207633.55708289915,189685.90145151044,113306.48611616202,78828.53294750839,60289.09795257439,46543.493841266674
