,72,144,288,864,1440
288,1.280565922698859,1.324315474220537,0.7628837968656236,1.1680141171981313,1.0719439812113003
432,0.9189544133079316,1.2953070675863927,0.8755391661847218,1.2104287329501233,1.017082011222776
576,1.1244002567147682,1.4478050306033676,1.061259435404053,1.0955386209221507,1.3276487516503443
864,0.8518590335226152,1.2703558168003135,0.7799951805932033,1.1789258344016262,1.1204799894865813
1152,1.0053971405001356,1.4616659926235926,1.0534157597313607,1.2329555382969402,1.042735144970663
