,72,144,288,864,1440
288,1.0669269828776105,1.099500599627332,0.6432689681981283,0.9365138768998416,0.880731960271477
432,0.7787133834474687,1.1200467216575636,0.7305835280172375,0.9971267493570314,0.8844130865228012
576,0.9559250730844449,1.2446834575705314,0.928417777031497,0.954465644751203,1.2320347812888683
864,0.745226716523288,1.1811440499406631,0.7035110456240052,1.1116103593638544,1.0665499311115736
1152,0.876020006071713,1.3487694469568736,0.956535013715892,1.3015413863011427,1.0496556563606025
