,72,144,288,864,1440
288,1.008990385577075,1.124015237453416,0.8326709781201279,1.0178382845071536,1.0330349633630498
432,1.2063456050311276,1.1946993656396279,0.8826932610148914,1.075182957044726,1.149699396376222
576,0.8802614640383154,1.074216834780564,0.9763235482204706,1.3559616561155705,1.213024967479542
864,0.8529803902999213,1.0791277240624975,0.8391476624244835,1.3827386105064827,1.2106246245867776
1152,1.1783901260637488,1.4672539237060704,1.0504890057784917,1.305490999627664,1.4443045643155268
