,18,36,72,144,288,864,1440,2016,2880
18,-1116346.6110920021,-979506.8347769985,-450859.4062860012,-497470.52721599955,-307403.9583939989,-315133.7409330001,-381439.33606899995,-481257.2068359996,-466303.0006889999
36,-778352.553435999,-773233.1505339993,-565709.8160030004,-583671.139855999,-343496.5926199993,-307215.36327199964,-326514.9210919994,-481353.24942799937,-479138.6714820005
72,-632248.0563389994,-630448.1054140003,-485948.7424660004,-568763.7243440007,-361403.6269219995,-310239.77096599946,-318343.31303999946,-477639.3847309998,-465395.77391100023
144,-447738.60712499917,-510018.82850399986,-444582.2602439998,-425456.185271,-378090.4059270001,-343414.63740199944,-319799.4584400002,-452843.87242899975,-464694.4259379995
288,-352264.2109469995,-437751.3664979995,-437114.51439000014,-509566.0524719991,-392851.26206299965,-279650.2171120001,-343494.24222799996,-417057.4271,-491296.34843700007
864,-337060.3181719985,-459120.7722930005,-458869.9338730001,-483930.97976800054,-361105.9875500004,-335562.1182590006,-364302.8318480002,-462314.74617500044,-482400.6352509996
1440,-322713.37965700123,-266154.96134800045,-330738.2815999999,-314347.4111710007,-253356.30240399996,-443462.5202810005,-429067.0453029997,-464173.787484,-414421.06150399987
2016,-311492.24959800113,-359282.7638430004,-249338.84074700018,-347689.9065729999,-269715.216182,-460107.96360000083,-375168.2687999997,-476523.0070639993,-462907.21522400016
2880,-456698.10857299995,-398123.85130300047,-305194.1302070003,-326052.9839999997,-340699.02800000086,-528403.5000160001,-537634.3726699995,-586837.1554040001,-564675.7507080003
