,18,36,72,144,288,864,1440,2016,2880
18,-2.435172229134906,-1.9345661542886223,6.6127635573299735,8.773282453297119,20.26774706029972,33.283876479862,31.9455217230258,24.928640457971838,36.719169777772414
36,-0.03785848306272198,-0.6101045734652902,4.901197450598298,7.348243701483925,18.23786633128051,34.069074676562515,28.066626342360276,28.107083043317456,37.4537146728902
72,1.5688075959137084,2.047316992969793,7.160381842467222,8.290835010536588,17.00363187032843,35.07436794541999,29.43739802712959,29.259252550079168,34.918743779463284
144,2.49249817539644,5.035999808482386,10.317551310130696,10.406869706080824,10.97032353795776,35.87905423035305,25.961046943994006,24.37253006166031,33.12378623974845
288,1.6404671901720391,4.152095891431459,7.993604938971279,9.576931194689973,16.33313916804004,36.50332874631021,30.23249749487937,26.90073859897571,35.78657864742313
864,4.92095961947478,5.248701924953486,10.37861844166223,14.005431553734876,20.811680979087466,32.58801451421714,27.681047849442187,17.405898116556273,29.248495464368695
1440,4.028987600252432,7.10298396104626,10.723730089865173,16.28462462411703,23.046271478542174,24.42895806835104,27.750645431538455,19.314275277755392,26.985523849377046
2016,6.126104376363075,7.278921174505613,13.443020033364284,18.26592230364749,26.915099793984158,25.739520389925804,25.17242490009816,20.144038591332848,25.0113377292108
2880,4.540004081200314,8.067244602933426,12.465382668225745,13.050112400941943,23.363133522644585,30.22924798989008,33.24061178756297,32.07334399312818,26.896487865043596
