,18,36,72,144,288,864,1440,2016,2880
18,94,94,89,89,86,90,88,89,84
36,99,96,90,92,87,93,88,87,85
72,94,92,93,91,83,94,86,87,82
144,98,101,96,91,89,92,90,88,85
288,91,99,96,92,92,96,94,88,80
864,99,91,88,93,93,98,89,89,82
1440,108,101,97,89,86,100,94,91,86
2016,107,101,99,95,94,97,94,92,92
2880,101,102,101,96,97,103,101,90,85
