,144,288,432,576,864,1440,2016,2880
144,576,566,543,554,553,543,525,522
288,589,556,550,558,567,539,524,512
432,542,536,540,552,560,530,511,516
576,563,536,532,539,549,544,531,518
864,565,531,511,526,535,541,519,521
1440,551,535,509,514,521,517,509,511
2016,541,523,501,512,496,499,503,499
2880,550,515,488,496,485,472,482,480
