,18,36,72,144,288,864,1440,2016,2880
18,36.68508287292818,31.12707182320442,21.060773480662984,11.43646408839779,6.45303867403315,2.2430939226519335,1.3370165745856353,0.8839779005524862,0.5524861878453039
36,30.14364640883978,21.34806629834254,16.574585635359117,10.243093922651934,6.143646408839779,2.1878453038674035,1.292817679558011,0.861878453038674,0.5524861878453039
72,26.30939226519337,16.331491712707184,11.07182320441989,8.243093922651934,5.502762430939226,2.132596685082873,1.3370165745856353,0.8397790055248618,0.5303867403314917
144,24.165745856353592,14.243093922651934,8.740331491712707,5.790055248618785,4.320441988950276,2.0773480662983426,1.292817679558011,0.8729281767955801,0.5082872928176796
288,22.917127071823206,13.414364640883978,7.767955801104972,4.320441988950276,2.8287292817679557,1.7458563535911602,1.1049723756906078,0.7624309392265194,0.47513812154696133
864,19.38121546961326,10.939226519337016,6.386740331491713,3.314917127071823,1.9116022099447514,1.0607734806629834,0.7624309392265194,0.6298342541436464,0.4530386740331492
1440,18.607734806629836,10.331491712707182,5.624309392265193,2.9171270718232045,1.8011049723756907,0.7955801104972375,0.5414364640883977,0.5082872928176796,0.36464088397790057
2016,18.906077348066297,10.453038674033149,5.657458563535911,2.850828729281768,1.8232044198895028,0.6850828729281768,0.47513812154696133,0.430939226519337,0.3314917127071823
2880,18.265193370165747,10.232044198895027,5.359116022099448,2.6187845303867405,1.6132596685082874,0.6408839779005525,0.4530386740331492,0.39779005524861877,0.26519337016574585
