,18,36,72,144,288,864,1440,2016,2880
18,-3.342527018361352,-5.122697758749059,-3.9299136885045383,-4.79561629507848,-8.00687208370117,-5.100270084061506,-12.46944794424798,-12.905881842869672,-7.0063244482261675
36,-4.571210298354278,-7.82103250350918,-7.908894578904702,-5.265533457152363,-8.183661517633023,-7.876212608356681,-11.186697595496192,-11.75633997659926,-6.642245692123715
72,-5.462314364609898,-6.158388534106711,-9.313347840420287,-8.108368637401243,-9.666772466128993,-7.23301955639806,-10.496476369082263,-11.123918788381012,-6.356247656661614
144,-4.588565285150977,-5.961016771938301,-9.818861206183179,-13.750210691140227,-9.85057633220193,-6.370235535198139,-10.198885943008824,-10.385735557911243,-6.7564786375000185
288,-5.412547815538044,-11.50860717677802,-15.361880680923385,-17.344007081064508,-13.639302698727187,-7.981256519571121,-8.939408053176157,-10.964476540711287,-8.882006354048102
864,-5.326534553297036,-7.361283372788785,-8.489107845314042,-11.127098595215898,-11.255095480686823,-10.555501264492891,-9.834143934998357,-12.138222879778102,-11.482475226399563
1440,-4.332713107958508,-6.955540730882029,-7.944210807490605,-7.868080270777354,-10.575416540227609,-12.876683411198112,-10.506267644501285,-11.436153127357738,-7.978188633727343
2016,-3.160199373079295,-4.659495462627283,-7.32743303994659,-10.631088326091973,-11.359567280669673,-14.901242235748368,-14.13987085236772,-10.03642736703165,-6.516748786259867
2880,-5.962519737384519,-5.5747439876424805,-5.368911727839082,-4.405473927038166,-8.982116645993727,-11.109284226472532,-10.326058875295207,-8.81895451717561,-8.271814118321293
