,18,36,72,144,288,864,1440,2016,2880
18,-299821.3693067767,-332140.3924707901,-254436.65008260868,-173539.44824652467,-207386.14558173623,-162214.00841904432,-194577.28672746592,-170518.9013296645,-178167.15771099972
36,-258666.55083806254,-298906.9791800976,-394855.2257151883,-151148.16055033915,-212476.2955111158,-172420.58365263464,-198864.9377785034,-191316.98768590414,-174252.63364400016
72,-245891.36718933657,-243860.6683492316,-376604.51369350404,-202451.78273114096,-229897.71493372554,-165257.7482911842,-189248.3089300138,-191087.88056244422,-180500.13740500016
144,-387255.9057278298,-247486.38482521102,-312872.40644809604,-198650.63280625688,-252643.87732305843,-141939.74934298126,-184619.69007912464,-170891.76183726266,-197956.25185000012
288,-284987.9327215422,-338214.31093914434,-378812.8417683467,-384292.99596118135,-408392.729415799,-129360.1674503414,-152501.68278725888,-170043.80323599977,-206477.28045800002
864,-487273.2413379913,-411009.0635775551,-427390.8187393169,-371669.1815193882,-362160.3592681382,-189029.83488679887,-183091.06132677686,-181904.3405034605,-213776.63575999998
1440,-234610.37781157438,-386849.0953719467,-272525.9524474754,-199712.75039750757,-145819.5490970572,-209114.08860572684,-185536.54447408323,-189364.11872165697,-195746.26788000017
2016,-186342.43947790284,-204633.6306370343,-208168.50894983532,-210062.10314608924,-191567.09328877926,-216374.88271865272,-288919.6345620905,-209902.48914600024,-159771.41938799992
2880,-231754.79683241714,-231710.81483018957,-282607.56839857297,-143141.18847913388,-212674.97525379574,-270034.51781248907,-158534.51725599985,-253058.24774600007,-251812.35586200003
