,144,288,432,576,864,1440,2016,2880
144,20,19,19,18,18,17,13,10
288,23,20,20,19,19,22,14,13
432,27,25,26,25,26,22,16,15
576,26,24,23,24,22,20,13,11
864,22,21,20,21,19,16,16,10
1440,23,22,22,23,24,22,18,14
2016,25,22,25,25,26,25,17,17
2880,24,24,20,22,22,19,15,16
